date,symbol,image_path,label_1d,label_5d,return_1d
2020-04-24,GC=F,data\charts\GC_F\20200424_0000.png,0,0,-0.005654
2020-04-27,GC=F,data\charts\GC_F\20200427_0000.png,0,0,-0.00673
2020-04-28,GC=F,data\charts\GC_F\20200428_0000.png,0,0,-0.000818
2020-04-29,GC=F,data\charts\GC_F\20200429_0000.png,0,1,-0.004151
2020-04-30,GC=F,data\charts\GC_F\20200430_0000.png,0,0,-0.011272
2020-05-01,GC=F,data\charts\GC_F\20200501_0000.png,1,1,0.006116
2020-05-04,GC=F,data\charts\GC_F\20200504_0000.png,1,1,0.007318
2020-05-05,GC=F,data\charts\GC_F\20200505_0000.png,0,0,-0.001465
2020-05-06,GC=F,data\charts\GC_F\20200506_0000.png,0,1,-0.011852
2020-05-07,GC=F,data\charts\GC_F\20200507_0000.png,1,0,0.022325
2020-05-08,GC=F,data\charts\GC_F\20200508_0000.png,0,1,-0.006911
2020-05-11,GC=F,data\charts\GC_F\20200511_0000.png,0,1,-0.008538
2020-05-12,GC=F,data\charts\GC_F\20200512_0000.png,1,1,0.005368
2020-05-13,GC=F,data\charts\GC_F\20200513_0000.png,1,1,0.005574
2020-05-14,GC=F,data\charts\GC_F\20200514_0000.png,1,1,0.01412
2020-05-15,GC=F,data\charts\GC_F\20200515_0000.png,1,0,0.008803
2020-05-18,GC=F,data\charts\GC_F\20200518_0000.png,0,1,-0.012319
2020-05-19,GC=F,data\charts\GC_F\20200519_0000.png,1,0,0.00716
2020-05-20,GC=F,data\charts\GC_F\20200520_0000.png,1,0,0.003669
2020-05-21,GC=F,data\charts\GC_F\20200521_0000.png,0,0,-0.017194
2020-05-22,GC=F,data\charts\GC_F\20200522_0000.png,1,1,0.008195
2020-05-26,GC=F,data\charts\GC_F\20200526_0000.png,0,1,-0.01718
2020-05-27,GC=F,data\charts\GC_F\20200527_0000.png,1,1,0.003226
2020-05-28,GC=F,data\charts\GC_F\20200528_0000.png,1,0,0.001754
2020-05-29,GC=F,data\charts\GC_F\20200529_0000.png,1,0,0.013775
2020-06-01,GC=F,data\charts\GC_F\20200601_0000.png,1,0,0.000518
2020-06-02,GC=F,data\charts\GC_F\20200602_0000.png,0,0,-0.007251
2020-06-03,GC=F,data\charts\GC_F\20200603_0000.png,0,1,-0.015882
2020-06-04,GC=F,data\charts\GC_F\20200604_0000.png,1,0,0.012428
2020-06-05,GC=F,data\charts\GC_F\20200605_0000.png,0,1,-0.024842
2020-06-08,GC=F,data\charts\GC_F\20200608_0000.png,1,1,0.013185
2020-06-09,GC=F,data\charts\GC_F\20200609_0000.png,1,1,0.009657
2020-06-10,GC=F,data\charts\GC_F\20200610_0000.png,0,1,-0.000816
2020-06-11,GC=F,data\charts\GC_F\20200611_0000.png,1,0,0.010915
2020-06-12,GC=F,data\charts\GC_F\20200612_0000.png,0,0,-0.001559
2020-06-15,GC=F,data\charts\GC_F\20200615_0000.png,0,1,-0.005204
2020-06-16,GC=F,data\charts\GC_F\20200616_0000.png,1,1,0.005406
2020-06-17,GC=F,data\charts\GC_F\20200617_0000.png,0,1,-0.000231
2020-06-18,GC=F,data\charts\GC_F\20200618_0000.png,0,1,-0.002544
2020-06-19,GC=F,data\charts\GC_F\20200619_0000.png,1,1,0.012233
2020-06-22,GC=F,data\charts\GC_F\20200622_0000.png,1,1,0.006186
2020-06-23,GC=F,data\charts\GC_F\20200623_0000.png,1,1,0.008766
2020-06-24,GC=F,data\charts\GC_F\20200624_0000.png,0,1,-0.003555
2020-06-25,GC=F,data\charts\GC_F\20200625_0000.png,0,1,-0.002095
2020-06-26,GC=F,data\charts\GC_F\20200626_0000.png,1,1,0.005902
2020-06-29,GC=F,data\charts\GC_F\20200629_0000.png,1,1,0.001298
2020-06-30,GC=F,data\charts\GC_F\20200630_0000.png,1,1,0.010255
2020-07-01,GC=F,data\charts\GC_F\20200701_0000.png,0,1,-0.011043
2020-07-02,GC=F,data\charts\GC_F\20200702_0000.png,1,1,0.006091
2020-07-06,GC=F,data\charts\GC_F\20200706_0000.png,1,1,0.002522
2020-07-07,GC=F,data\charts\GC_F\20200707_0000.png,1,1,0.008778
2020-07-08,GC=F,data\charts\GC_F\20200708_0000.png,1,0,0.006263
2020-07-09,GC=F,data\charts\GC_F\20200709_0000.png,0,1,-0.008978
2020-07-10,GC=F,data\charts\GC_F\20200710_0000.png,0,1,-0.000556
2020-07-13,GC=F,data\charts\GC_F\20200713_0000.png,1,0,0.007118
2020-07-14,GC=F,data\charts\GC_F\20200714_0000.png,0,1,-0.000221
2020-07-15,GC=F,data\charts\GC_F\20200715_0000.png,1,1,0.000442
2020-07-16,GC=F,data\charts\GC_F\20200716_0000.png,0,1,-0.007011
2020-07-17,GC=F,data\charts\GC_F\20200717_0000.png,1,1,0.005337
2020-07-20,GC=F,data\charts\GC_F\20200720_0000.png,1,1,0.004203
2020-07-21,GC=F,data\charts\GC_F\20200721_0000.png,1,1,0.014593
2020-07-22,GC=F,data\charts\GC_F\20200722_0000.png,1,1,0.011778
2020-07-23,GC=F,data\charts\GC_F\20200723_0000.png,1,1,0.013411
2020-07-24,GC=F,data\charts\GC_F\20200724_0000.png,1,1,0.004341
2020-07-27,GC=F,data\charts\GC_F\20200727_0000.png,1,1,0.017762
2020-07-28,GC=F,data\charts\GC_F\20200728_0000.png,1,1,0.007095
2020-07-29,GC=F,data\charts\GC_F\20200729_0000.png,1,1,0.004525
2020-07-30,GC=F,data\charts\GC_F\20200730_0000.png,0,1,-0.005733
2020-07-31,GC=F,data\charts\GC_F\20200731_0000.png,1,1,0.010554
2020-08-03,GC=F,data\charts\GC_F\20200803_0000.png,1,1,0.00163
2020-08-04,GC=F,data\charts\GC_F\20200804_0000.png,1,1,0.017904
2020-08-05,GC=F,data\charts\GC_F\20200805_0000.png,1,0,0.014941
2020-08-06,GC=F,data\charts\GC_F\20200806_0000.png,1,0,0.010044
2020-08-07,GC=F,data\charts\GC_F\20200807_0000.png,0,0,-0.02018
2020-08-10,GC=F,data\charts\GC_F\20200810_0000.png,1,0,0.007114
2020-08-11,GC=F,data\charts\GC_F\20200811_0000.png,0,1,-0.045347
2020-08-12,GC=F,data\charts\GC_F\20200812_0000.png,1,1,0.00119
2020-08-13,GC=F,data\charts\GC_F\20200813_0000.png,1,1,0.011267
2020-08-14,GC=F,data\charts\GC_F\20200814_0000.png,0,0,-0.010068
2020-08-17,GC=F,data\charts\GC_F\20200817_0000.png,1,0,0.024781
2020-08-18,GC=F,data\charts\GC_F\20200818_0000.png,1,0,0.007254
2020-08-19,GC=F,data\charts\GC_F\20200819_0000.png,0,0,-0.020356
2020-08-20,GC=F,data\charts\GC_F\20200820_0000.png,0,1,-0.012712
2020-08-21,GC=F,data\charts\GC_F\20200821_0000.png,1,0,0.000414
