date,symbol,image_path,label_1d,label_5d,return_1d
2019-04-12,ETH-USD,data\charts\ETH_USD\20190412_0000.png,0,1,-0.004596
2019-04-13,ETH-USD,data\charts\ETH_USD\20190413_0000.png,0,1,-0.001354
2019-04-14,ETH-USD,data\charts\ETH_USD\20190414_0000.png,1,1,0.020212
2019-04-15,ETH-USD,data\charts\ETH_USD\20190415_0000.png,0,1,-0.037324
2019-04-16,ETH-USD,data\charts\ETH_USD\20190416_0000.png,1,1,0.03744
2019-04-17,ETH-USD,data\charts\ETH_USD\20190417_0000.png,0,1,-0.004013
2019-04-18,ETH-USD,data\charts\ETH_USD\20190418_0000.png,1,0,0.04111
2019-04-19,ETH-USD,data\charts\ETH_USD\20190419_0000.png,0,0,-0.000607
2019-04-20,ETH-USD,data\charts\ETH_USD\20190420_0000.png,1,0,0.000247
2019-04-21,ETH-USD,data\charts\ETH_USD\20190421_0000.png,0,0,-0.021322
2019-04-22,ETH-USD,data\charts\ETH_USD\20190422_0000.png,1,0,0.010751
2019-04-23,ETH-USD,data\charts\ETH_USD\20190423_0000.png,0,0,-0.002484
2019-04-24,ETH-USD,data\charts\ETH_USD\20190424_0000.png,0,0,-0.03279
2019-04-25,ETH-USD,data\charts\ETH_USD\20190425_0000.png,0,1,-0.068546
2019-04-26,ETH-USD,data\charts\ETH_USD\20190426_0000.png,1,1,0.012221
2019-04-27,ETH-USD,data\charts\ETH_USD\20190427_0000.png,1,1,0.013354
2019-04-28,ETH-USD,data\charts\ETH_USD\20190428_0000.png,0,1,-0.007195
2019-04-29,ETH-USD,data\charts\ETH_USD\20190429_0000.png,0,1,-0.013307
2019-04-30,ETH-USD,data\charts\ETH_USD\20190430_0000.png,1,1,0.044871
2019-05-01,ETH-USD,data\charts\ETH_USD\20190501_0000.png,0,1,-0.008311
2019-05-02,ETH-USD,data\charts\ETH_USD\20190502_0000.png,1,1,0.008111
2019-05-03,ETH-USD,data\charts\ETH_USD\20190503_0000.png,1,1,0.035958
2019-05-04,ETH-USD,data\charts\ETH_USD\20190504_0000.png,0,1,-0.023375
2019-05-05,ETH-USD,data\charts\ETH_USD\20190505_0000.png,0,1,-0.003511
2019-05-06,ETH-USD,data\charts\ETH_USD\20190506_0000.png,1,1,0.056301
2019-05-07,ETH-USD,data\charts\ETH_USD\20190507_0000.png,0,1,-0.016533
2019-05-08,ETH-USD,data\charts\ETH_USD\20190508_0000.png,1,1,0.00677
2019-05-09,ETH-USD,data\charts\ETH_USD\20190509_0000.png,0,1,-0.003854
2019-05-10,ETH-USD,data\charts\ETH_USD\20190510_0000.png,1,1,0.016756
2019-05-11,ETH-USD,data\charts\ETH_USD\20190511_0000.png,1,1,0.12222
2019-05-12,ETH-USD,data\charts\ETH_USD\20190512_0000.png,0,1,-0.035918
2019-05-13,ETH-USD,data\charts\ETH_USD\20190513_0000.png,1,1,0.050826
2019-05-14,ETH-USD,data\charts\ETH_USD\20190514_0000.png,1,1,0.103138
2019-05-15,ETH-USD,data\charts\ETH_USD\20190515_0000.png,1,1,0.138175
2019-05-16,ETH-USD,data\charts\ETH_USD\20190516_0000.png,1,0,0.068204
2019-05-17,ETH-USD,data\charts\ETH_USD\20190517_0000.png,0,1,-0.076684
2019-05-18,ETH-USD,data\charts\ETH_USD\20190518_0000.png,0,1,-0.037616
2019-05-19,ETH-USD,data\charts\ETH_USD\20190519_0000.png,1,0,0.1138
2019-05-20,ETH-USD,data\charts\ETH_USD\20190520_0000.png,0,0,-0.036081
2019-05-21,ETH-USD,data\charts\ETH_USD\20190521_0000.png,1,0,0.013307
2019-05-22,ETH-USD,data\charts\ETH_USD\20190522_0000.png,0,1,-0.041208
2019-05-23,ETH-USD,data\charts\ETH_USD\20190523_0000.png,1,1,0.005177
2019-05-24,ETH-USD,data\charts\ETH_USD\20190524_0000.png,1,1,0.014308
2019-05-25,ETH-USD,data\charts\ETH_USD\20190525_0000.png,1,1,0.009118
2019-05-26,ETH-USD,data\charts\ETH_USD\20190526_0000.png,1,0,0.060811
2019-05-27,ETH-USD,data\charts\ETH_USD\20190527_0000.png,1,0,0.021691
2019-05-28,ETH-USD,data\charts\ETH_USD\20190528_0000.png,0,0,-0.004009
2019-05-29,ETH-USD,data\charts\ETH_USD\20190529_0000.png,0,1,-0.008511
2019-05-30,ETH-USD,data\charts\ETH_USD\20190530_0000.png,0,0,-0.05046
2019-05-31,ETH-USD,data\charts\ETH_USD\20190531_0000.png,1,0,0.047896
2019-06-01,ETH-USD,data\charts\ETH_USD\20190601_0000.png,0,0,-0.010153
2019-06-02,ETH-USD,data\charts\ETH_USD\20190602_0000.png,1,0,0.018216
2019-06-03,ETH-USD,data\charts\ETH_USD\20190603_0000.png,0,0,-0.065196
2019-06-04,ETH-USD,data\charts\ETH_USD\20190604_0000.png,0,1,-0.044611
2019-06-05,ETH-USD,data\charts\ETH_USD\20190605_0000.png,1,0,0.023669
2019-06-06,ETH-USD,data\charts\ETH_USD\20190606_0000.png,1,0,0.009809
2019-06-07,ETH-USD,data\charts\ETH_USD\20190607_0000.png,1,0,0.005836
2019-06-08,ETH-USD,data\charts\ETH_USD\20190608_0000.png,0,1,-0.020692
2019-06-09,ETH-USD,data\charts\ETH_USD\20190609_0000.png,0,1,-0.051483
2019-06-10,ETH-USD,data\charts\ETH_USD\20190610_0000.png,1,1,0.061923
2019-06-11,ETH-USD,data\charts\ETH_USD\20190611_0000.png,0,1,-0.007023
2019-06-12,ETH-USD,data\charts\ETH_USD\20190612_0000.png,1,1,0.061524
2019-06-13,ETH-USD,data\charts\ETH_USD\20190613_0000.png,0,1,-0.018147
2019-06-14,ETH-USD,data\charts\ETH_USD\20190614_0000.png,1,1,0.030912
2019-06-15,ETH-USD,data\charts\ETH_USD\20190615_0000.png,1,1,0.018675
2019-06-16,ETH-USD,data\charts\ETH_USD\20190616_0000.png,1,1,0.000758
2019-06-17,ETH-USD,data\charts\ETH_USD\20190617_0000.png,1,1,0.019047
2019-06-18,ETH-USD,data\charts\ETH_USD\20190618_0000.png,0,1,-0.033895
