date,symbol,image_path,label_1d,label_5d,return_1d
2019-09-11,KES=X,data\charts\KES_X\20190911_0000.png,1,0,0.007459
2019-09-12,KES=X,data\charts\KES_X\20190912_0000.png,1,1,0.000584
2019-09-13,KES=X,data\charts\KES_X\20190913_0000.png,0,1,-0.007984
2019-09-16,KES=X,data\charts\KES_X\20190916_0000.png,1,0,0.008048
2019-09-17,KES=X,data\charts\KES_X\20190917_0000.png,0,1,-0.007107
2019-09-18,KES=X,data\charts\KES_X\20190918_0000.png,1,0,0.007452
2019-09-19,KES=X,data\charts\KES_X\20190919_0000.png,0,1,-0.00584
2019-09-20,KES=X,data\charts\KES_X\20190920_0000.png,0,1,-0.00049
2019-09-23,KES=X,data\charts\KES_X\20190923_0000.png,1,1,0.005583
2019-09-24,KES=X,data\charts\KES_X\20190924_0000.png,0,1,-0.00565
2019-09-25,KES=X,data\charts\KES_X\20190925_0000.png,1,0,0.006955
2019-09-26,KES=X,data\charts\KES_X\20190926_0000.png,1,0,0.001167
2019-09-27,KES=X,data\charts\KES_X\20190927_0000.png,0,0,-0.001166
2019-09-30,KES=X,data\charts\KES_X\20190930_0000.png,1,0,0.001167
2019-10-01,KES=X,data\charts\KES_X\20191001_0000.png,0,1,-0.008843
2019-10-02,KES=X,data\charts\KES_X\20191002_0000.png,1,0,0.008137
2019-10-03,KES=X,data\charts\KES_X\20191003_0000.png,0,1,-0.007391
2019-10-04,KES=X,data\charts\KES_X\20191004_0000.png,1,0,0.007152
2019-10-07,KES=X,data\charts\KES_X\20191007_0000.png,1,0,0.000778
2019-10-08,KES=X,data\charts\KES_X\20191008_0000.png,0,0,-0.000778
2019-10-09,KES=X,data\charts\KES_X\20191009_0000.png,0,0,0.0
2019-10-10,KES=X,data\charts\KES_X\20191010_0000.png,0,1,-0.000681
2019-10-11,KES=X,data\charts\KES_X\20191011_0000.png,1,1,9.7e-05
2019-10-14,KES=X,data\charts\KES_X\20191014_0000.png,0,0,0.0
2019-10-15,KES=X,data\charts\KES_X\20191015_0000.png,1,0,0.000487
2019-10-16,KES=X,data\charts\KES_X\20191016_0000.png,0,0,-0.000292
2019-10-17,KES=X,data\charts\KES_X\20191017_0000.png,0,0,-9.7e-05
2019-10-18,KES=X,data\charts\KES_X\20191018_0000.png,0,0,-9.7e-05
2019-10-21,KES=X,data\charts\KES_X\20191021_0000.png,1,0,0.000195
2019-10-22,KES=X,data\charts\KES_X\20191022_0000.png,0,1,-0.007807
2019-10-23,KES=X,data\charts\KES_X\20191023_0000.png,1,1,0.006201
2019-10-24,KES=X,data\charts\KES_X\20191024_0000.png,1,0,0.000195
2019-10-25,KES=X,data\charts\KES_X\20191025_0000.png,0,0,-0.011283
2019-10-28,KES=X,data\charts\KES_X\20191028_0000.png,1,0,0.010328
2019-10-29,KES=X,data\charts\KES_X\20191029_0000.png,1,0,0.000976
2019-10-30,KES=X,data\charts\KES_X\20191030_0000.png,0,1,-0.009696
2019-10-31,KES=X,data\charts\KES_X\20191031_0000.png,0,1,-0.002167
2019-11-01,KES=X,data\charts\KES_X\20191101_0000.png,1,1,0.001237
2019-11-04,KES=X,data\charts\KES_X\20191104_0000.png,1,0,0.007285
2019-11-05,KES=X,data\charts\KES_X\20191105_0000.png,1,0,0.000587
2019-11-06,KES=X,data\charts\KES_X\20191106_0000.png,0,1,-0.008968
2019-11-07,KES=X,data\charts\KES_X\20191107_0000.png,1,0,0.005104
2019-11-08,KES=X,data\charts\KES_X\20191108_0000.png,0,1,-0.008554
2019-11-11,KES=X,data\charts\KES_X\20191111_0000.png,0,1,-0.004016
2019-11-12,KES=X,data\charts\KES_X\20191112_0000.png,1,0,0.007726
2019-11-13,KES=X,data\charts\KES_X\20191113_0000.png,0,0,-9.9e-05
2019-11-14,KES=X,data\charts\KES_X\20191114_0000.png,0,0,-0.00286
2019-11-15,KES=X,data\charts\KES_X\20191115_0000.png,0,0,-0.000593
2019-11-18,KES=X,data\charts\KES_X\20191118_0000.png,0,0,-0.008896
2019-11-19,KES=X,data\charts\KES_X\20191119_0000.png,1,0,0.006978
2019-11-20,KES=X,data\charts\KES_X\20191120_0000.png,0,0,-0.001091
2019-11-21,KES=X,data\charts\KES_X\20191121_0000.png,0,1,-0.005857
2019-11-22,KES=X,data\charts\KES_X\20191122_0000.png,0,1,0.0
2019-11-25,KES=X,data\charts\KES_X\20191125_0000.png,1,1,0.004493
2019-11-26,KES=X,data\charts\KES_X\20191126_0000.png,0,1,-0.00317
2019-11-27,KES=X,data\charts\KES_X\20191127_0000.png,1,1,0.004028
2019-11-28,KES=X,data\charts\KES_X\20191128_0000.png,1,0,0.000213
2019-11-29,KES=X,data\charts\KES_X\20191129_0000.png,1,1,0.002787
2019-12-02,KES=X,data\charts\KES_X\20191202_0000.png,0,0,-0.00197
2019-12-03,KES=X,data\charts\KES_X\20191203_0000.png,1,0,0.009146
2019-12-04,KES=X,data\charts\KES_X\20191204_0000.png,0,0,-0.01192
2019-12-05,KES=X,data\charts\KES_X\20191205_0000.png,1,0,0.004999
2019-12-06,KES=X,data\charts\KES_X\20191206_0000.png,0,1,-0.003465
2019-12-09,KES=X,data\charts\KES_X\20191209_0000.png,1,0,0.000596
2019-12-10,KES=X,data\charts\KES_X\20191210_0000.png,0,1,-0.011107
2019-12-11,KES=X,data\charts\KES_X\20191211_0000.png,1,1,0.001079
2019-12-12,KES=X,data\charts\KES_X\20191212_0000.png,1,0,0.009941
2019-12-13,KES=X,data\charts\KES_X\20191213_0000.png,0,0,-0.007749
2019-12-16,KES=X,data\charts\KES_X\20191216_0000.png,0,0,-1.9e-05
2019-12-17,KES=X,data\charts\KES_X\20191217_0000.png,1,0,0.006928
2019-12-18,KES=X,data\charts\KES_X\20191218_0000.png,0,0,-0.008915
2019-12-19,KES=X,data\charts\KES_X\20191219_0000.png,0,1,-0.003583
2019-12-20,KES=X,data\charts\KES_X\20191220_0000.png,0,1,-0.004487
2019-12-23,KES=X,data\charts\KES_X\20191223_0000.png,0,1,-1e-06
2019-12-24,KES=X,data\charts\KES_X\20191224_0000.png,1,0,0.007077
2019-12-25,KES=X,data\charts\KES_X\20191225_0000.png,1,1,0.002108
2019-12-26,KES=X,data\charts\KES_X\20191226_0000.png,1,0,0.0001
2019-12-27,KES=X,data\charts\KES_X\20191227_0000.png,1,1,0.000301
2019-12-30,KES=X,data\charts\KES_X\20191230_0000.png,0,1,-0.003919
2019-12-31,KES=X,data\charts\KES_X\20191231_0000.png,1,0,0.009867
2020-01-01,KES=X,data\charts\KES_X\20200101_0000.png,0,0,-0.008656
2020-01-02,KES=X,data\charts\KES_X\20200102_0000.png,1,0,0.011745
2020-01-03,KES=X,data\charts\KES_X\20200103_0000.png,0,0,-0.005956
2020-01-06,KES=X,data\charts\KES_X\20200106_0000.png,0,1,-0.009767
2020-01-07,KES=X,data\charts\KES_X\20200107_0000.png,1,1,0.002506
2020-01-08,KES=X,data\charts\KES_X\20200108_0000.png,0,1,-0.000531
2020-01-09,KES=X,data\charts\KES_X\20200109_0000.png,1,1,0.007873
2020-01-10,KES=X,data\charts\KES_X\20200110_0000.png,1,0,0.004594
2020-01-13,KES=X,data\charts\KES_X\20200113_0000.png,0,0,-0.009808
2020-01-14,KES=X,data\charts\KES_X\20200114_0000.png,1,1,0.00189
2020-01-15,KES=X,data\charts\KES_X\20200115_0000.png,1,0,0.003491
2020-01-16,KES=X,data\charts\KES_X\20200116_0000.png,0,0,0.0
2020-01-17,KES=X,data\charts\KES_X\20200117_0000.png,0,1,-0.007908
2020-01-20,KES=X,data\charts\KES_X\20200120_0000.png,1,1,0.005354
2020-01-21,KES=X,data\charts\KES_X\20200121_0000.png,1,0,0.002503
2020-01-22,KES=X,data\charts\KES_X\20200122_0000.png,0,0,-0.001298
2020-01-23,KES=X,data\charts\KES_X\20200123_0000.png,1,0,0.0015
2020-01-24,KES=X,data\charts\KES_X\20200124_0000.png,0,0,-0.0002
2020-01-27,KES=X,data\charts\KES_X\20200127_0000.png,0,1,-0.010582
2020-01-28,KES=X,data\charts\KES_X\20200128_0000.png,1,1,0.00255
2020-01-29,KES=X,data\charts\KES_X\20200129_0000.png,0,1,-0.00018
2020-01-30,KES=X,data\charts\KES_X\20200130_0000.png,0,1,-0.004258
2020-01-31,KES=X,data\charts\KES_X\20200131_0000.png,1,0,0.007158
2020-02-03,KES=X,data\charts\KES_X\20200203_0000.png,0,1,-0.00251
2020-02-04,KES=X,data\charts\KES_X\20200204_0000.png,1,0,0.001309
2020-02-05,KES=X,data\charts\KES_X\20200205_0000.png,0,0,-0.000804
2020-02-06,KES=X,data\charts\KES_X\20200206_0000.png,0,0,-0.000402
2020-02-07,KES=X,data\charts\KES_X\20200207_0000.png,1,0,0.001308
2020-02-10,KES=X,data\charts\KES_X\20200210_0000.png,0,1,-0.007298
2020-02-11,KES=X,data\charts\KES_X\20200211_0000.png,1,0,0.001054
2020-02-12,KES=X,data\charts\KES_X\20200212_0000.png,1,1,1e-05
2020-02-13,KES=X,data\charts\KES_X\20200213_0000.png,0,1,-0.000551
2020-02-14,KES=X,data\charts\KES_X\20200214_0000.png,1,1,0.007949
2020-02-17,KES=X,data\charts\KES_X\20200217_0000.png,0,1,-0.007372
2020-02-18,KES=X,data\charts\KES_X\20200218_0000.png,1,0,0.01299
2020-02-19,KES=X,data\charts\KES_X\20200219_0000.png,0,1,-0.0001
2020-02-20,KES=X,data\charts\KES_X\20200220_0000.png,1,1,0.0001
2020-02-21,KES=X,data\charts\KES_X\20200221_0000.png,1,0,0.001498
2020-02-24,KES=X,data\charts\KES_X\20200224_0000.png,0,1,-0.009614
2020-02-25,KES=X,data\charts\KES_X\20200225_0000.png,1,0,0.008197
2020-02-26,KES=X,data\charts\KES_X\20200226_0000.png,1,0,0.0003
2020-02-27,KES=X,data\charts\KES_X\20200227_0000.png,0,1,-0.000299
2020-02-28,KES=X,data\charts\KES_X\20200228_0000.png,0,1,-0.00812
2020-03-02,KES=X,data\charts\KES_X\20200302_0000.png,1,1,0.000396
2020-03-03,KES=X,data\charts\KES_X\20200303_0000.png,1,1,0.007787
2020-03-04,KES=X,data\charts\KES_X\20200304_0000.png,1,1,0.012481
2020-03-05,KES=X,data\charts\KES_X\20200305_0000.png,1,0,0.00503
2020-03-06,KES=X,data\charts\KES_X\20200306_0000.png,0,1,-0.010716
2020-03-09,KES=X,data\charts\KES_X\20200309_0000.png,1,0,0.008749
2020-03-10,KES=X,data\charts\KES_X\20200310_0000.png,1,0,0.001868
2020-03-11,KES=X,data\charts\KES_X\20200311_0000.png,0,1,-0.001865
2020-03-12,KES=X,data\charts\KES_X\20200312_0000.png,0,1,-0.001967
2020-03-13,KES=X,data\charts\KES_X\20200313_0000.png,0,1,-0.008771
2020-03-16,KES=X,data\charts\KES_X\20200316_0000.png,1,1,0.004813
2020-03-17,KES=X,data\charts\KES_X\20200317_0000.png,1,1,0.012919
2020-03-18,KES=X,data\charts\KES_X\20200318_0000.png,1,1,0.00293
2020-03-19,KES=X,data\charts\KES_X\20200319_0000.png,1,1,0.005355
2020-03-20,KES=X,data\charts\KES_X\20200320_0000.png,1,1,0.01017
2020-03-23,KES=X,data\charts\KES_X\20200323_0000.png,1,0,0.006903
2020-03-24,KES=X,data\charts\KES_X\20200324_0000.png,0,0,-0.00506
2020-03-25,KES=X,data\charts\KES_X\20200325_0000.png,1,0,0.008723
2020-03-26,KES=X,data\charts\KES_X\20200326_0000.png,0,0,-0.000854
2020-03-27,KES=X,data\charts\KES_X\20200327_0000.png,0,1,-0.01149
2020-03-30,KES=X,data\charts\KES_X\20200330_0000.png,0,1,-0.018348
2020-03-31,KES=X,data\charts\KES_X\20200331_0000.png,1,1,0.006783
2020-04-01,KES=X,data\charts\KES_X\20200401_0000.png,1,1,0.012799
2020-04-02,KES=X,data\charts\KES_X\20200402_0000.png,0,1,0.0
2020-04-03,KES=X,data\charts\KES_X\20200403_0000.png,0,1,-0.00327
2020-04-06,KES=X,data\charts\KES_X\20200406_0000.png,1,0,0.010888
2020-04-07,KES=X,data\charts\KES_X\20200407_0000.png,1,0,0.002381
2020-04-08,KES=X,data\charts\KES_X\20200408_0000.png,1,0,0.003326
2020-04-09,KES=X,data\charts\KES_X\20200409_0000.png,0,0,-0.004735
2020-04-10,KES=X,data\charts\KES_X\20200410_0000.png,0,1,-0.001808
2020-04-13,KES=X,data\charts\KES_X\20200413_0000.png,0,1,0.0
2020-04-14,KES=X,data\charts\KES_X\20200414_0000.png,0,1,0.0
2020-04-15,KES=X,data\charts\KES_X\20200415_0000.png,1,1,9.5e-05
2020-04-16,KES=X,data\charts\KES_X\20200416_0000.png,1,0,0.003622
2020-04-17,KES=X,data\charts\KES_X\20200417_0000.png,1,0,0.001045
2020-04-20,KES=X,data\charts\KES_X\20200420_0000.png,1,0,0.002182
2020-04-21,KES=X,data\charts\KES_X\20200421_0000.png,0,1,-0.006427
2020-04-22,KES=X,data\charts\KES_X\20200422_0000.png,1,1,0.001569
2020-04-23,KES=X,data\charts\KES_X\20200423_0000.png,1,1,0.001735
2020-04-24,KES=X,data\charts\KES_X\20200424_0000.png,1,0,0.001374
2020-04-27,KES=X,data\charts\KES_X\20200427_0000.png,1,1,0.005189
2020-04-28,KES=X,data\charts\KES_X\20200428_0000.png,1,1,0.002453
2020-04-29,KES=X,data\charts\KES_X\20200429_0000.png,1,0,0.000471
2020-04-30,KES=X,data\charts\KES_X\20200430_0000.png,0,1,-0.008288
2020-05-01,KES=X,data\charts\KES_X\20200501_0000.png,1,0,0.007694
2020-05-04,KES=X,data\charts\KES_X\20200504_0000.png,1,0,0.000659
2020-05-05,KES=X,data\charts\KES_X\20200505_0000.png,0,1,-0.014454
2020-05-06,KES=X,data\charts\KES_X\20200506_0000.png,1,0,0.007125
2020-05-07,KES=X,data\charts\KES_X\20200507_0000.png,0,1,-0.012322
2020-05-08,KES=X,data\charts\KES_X\20200508_0000.png,0,1,-0.000564
2020-05-11,KES=X,data\charts\KES_X\20200511_0000.png,1,0,0.008631
2020-05-12,KES=X,data\charts\KES_X\20200512_0000.png,1,1,0.001333
2020-05-13,KES=X,data\charts\KES_X\20200513_0000.png,1,1,0.002852
2020-05-14,KES=X,data\charts\KES_X\20200514_0000.png,0,1,0.0
2020-05-15,KES=X,data\charts\KES_X\20200515_0000.png,0,1,-0.005595
2020-05-18,KES=X,data\charts\KES_X\20200518_0000.png,1,0,0.01125
2020-05-19,KES=X,data\charts\KES_X\20200519_0000.png,0,1,-0.002828
2020-05-20,KES=X,data\charts\KES_X\20200520_0000.png,1,0,0.000284
2020-05-21,KES=X,data\charts\KES_X\20200521_0000.png,0,1,-0.00698
2020-05-22,KES=X,data\charts\KES_X\20200522_0000.png,1,0,0.007029
2020-05-25,KES=X,data\charts\KES_X\20200525_0000.png,1,0,0.001418
2020-05-26,KES=X,data\charts\KES_X\20200526_0000.png,0,1,-0.007574
2020-05-27,KES=X,data\charts\KES_X\20200527_0000.png,1,0,0.008678
2020-05-28,KES=X,data\charts\KES_X\20200528_0000.png,0,0,-0.007922
2020-05-29,KES=X,data\charts\KES_X\20200529_0000.png,0,1,-0.000843
2020-06-01,KES=X,data\charts\KES_X\20200601_0000.png,1,0,0.006268
2020-06-02,KES=X,data\charts\KES_X\20200602_0000.png,0,0,0.0
2020-06-03,KES=X,data\charts\KES_X\20200603_0000.png,0,1,-0.011301
2020-06-04,KES=X,data\charts\KES_X\20200604_0000.png,1,1,0.00579
2020-06-05,KES=X,data\charts\KES_X\20200605_0000.png,0,0,-0.001046
2020-06-08,KES=X,data\charts\KES_X\20200608_0000.png,1,1,0.000476
2020-06-09,KES=X,data\charts\KES_X\20200609_0000.png,1,1,0.001427
2020-06-10,KES=X,data\charts\KES_X\20200610_0000.png,1,0,0.00133
2020-06-11,KES=X,data\charts\KES_X\20200611_0000.png,0,1,-0.006116
2020-06-12,KES=X,data\charts\KES_X\20200612_0000.png,1,0,0.006153
2020-06-15,KES=X,data\charts\KES_X\20200615_0000.png,1,0,9.5e-05
2020-06-16,KES=X,data\charts\KES_X\20200616_0000.png,0,1,-0.005374
2020-06-17,KES=X,data\charts\KES_X\20200617_0000.png,1,0,0.005308
2020-06-18,KES=X,data\charts\KES_X\20200618_0000.png,0,0,-0.001233
2020-06-19,KES=X,data\charts\KES_X\20200619_0000.png,0,1,-9.5e-05
2020-06-22,KES=X,data\charts\KES_X\20200622_0000.png,0,0,0.0
2020-06-23,KES=X,data\charts\KES_X\20200623_0000.png,1,1,0.00095
2020-06-24,KES=X,data\charts\KES_X\20200624_0000.png,0,1,-0.007339
2020-06-25,KES=X,data\charts\KES_X\20200625_0000.png,1,1,0.007775
2020-06-26,KES=X,data\charts\KES_X\20200626_0000.png,0,1,-0.007744
2020-06-29,KES=X,data\charts\KES_X\20200629_0000.png,1,1,0.008378
2020-06-30,KES=X,data\charts\KES_X\20200630_0000.png,1,0,0.000474
2020-07-01,KES=X,data\charts\KES_X\20200701_0000.png,0,0,-9.5e-05
2020-07-02,KES=X,data\charts\KES_X\20200702_0000.png,0,1,-0.000853
2020-07-03,KES=X,data\charts\KES_X\20200703_0000.png,1,1,0.002371
2020-07-06,KES=X,data\charts\KES_X\20200706_0000.png,0,1,-0.001419
2020-07-07,KES=X,data\charts\KES_X\20200707_0000.png,0,1,-0.006786
2020-07-08,KES=X,data\charts\KES_X\20200708_0000.png,1,1,0.00874
2020-07-09,KES=X,data\charts\KES_X\20200709_0000.png,1,1,0.001797
2020-07-10,KES=X,data\charts\KES_X\20200710_0000.png,1,0,9.4e-05
2020-07-13,KES=X,data\charts\KES_X\20200713_0000.png,1,1,0.001793
2020-07-14,KES=X,data\charts\KES_X\20200714_0000.png,0,1,-0.000377
2020-07-15,KES=X,data\charts\KES_X\20200715_0000.png,1,1,0.001885
2020-07-16,KES=X,data\charts\KES_X\20200716_0000.png,0,1,-0.006146
2020-07-17,KES=X,data\charts\KES_X\20200717_0000.png,1,0,0.008077
2020-07-20,KES=X,data\charts\KES_X\20200720_0000.png,0,1,-0.000563
2020-07-21,KES=X,data\charts\KES_X\20200721_0000.png,1,1,0.001973
2020-07-22,KES=X,data\charts\KES_X\20200722_0000.png,1,0,0.001875
2020-07-23,KES=X,data\charts\KES_X\20200723_0000.png,0,1,-0.005455
2020-07-24,KES=X,data\charts\KES_X\20200724_0000.png,1,0,0.006991
2020-07-27,KES=X,data\charts\KES_X\20200727_0000.png,0,0,-0.001495
2020-07-28,KES=X,data\charts\KES_X\20200728_0000.png,0,0,-0.000374
2020-07-29,KES=X,data\charts\KES_X\20200729_0000.png,0,1,-9.4e-05
2020-07-30,KES=X,data\charts\KES_X\20200730_0000.png,0,0,-0.000936
2020-07-31,KES=X,data\charts\KES_X\20200731_0000.png,1,1,0.000469
