date,symbol,image_path,label_1d,label_5d,return_1d
2019-06-19,EURUSD=X,data\charts\EURUSD_X\20190619_0000.png,0,1,-0.002352
2019-06-20,EURUSD=X,data\charts\EURUSD_X\20190620_0000.png,1,1,0.003596
2019-06-21,EURUSD=X,data\charts\EURUSD_X\20190621_0000.png,1,1,0.005083
2019-06-24,EURUSD=X,data\charts\EURUSD_X\20190624_0000.png,1,0,0.00789
2019-06-25,EURUSD=X,data\charts\EURUSD_X\20190625_0000.png,1,0,0.001368
2019-06-26,EURUSD=X,data\charts\EURUSD_X\20190626_0000.png,0,0,-0.00266
2019-06-27,EURUSD=X,data\charts\EURUSD_X\20190627_0000.png,1,0,0.000421
2019-06-28,EURUSD=X,data\charts\EURUSD_X\20190628_0000.png,0,0,-0.000159
2019-07-01,EURUSD=X,data\charts\EURUSD_X\20190701_0000.png,0,0,-0.000705
2019-07-02,EURUSD=X,data\charts\EURUSD_X\20190702_0000.png,0,0,-0.006818
2019-07-03,EURUSD=X,data\charts\EURUSD_X\20190703_0000.png,1,0,0.000497
2019-07-04,EURUSD=X,data\charts\EURUSD_X\20190704_0000.png,0,0,-0.000452
2019-07-05,EURUSD=X,data\charts\EURUSD_X\20190705_0000.png,0,0,-0.000192
2019-07-08,EURUSD=X,data\charts\EURUSD_X\20190708_0000.png,0,1,-0.005176
2019-07-09,EURUSD=X,data\charts\EURUSD_X\20190709_0000.png,0,1,-0.001009
2019-07-10,EURUSD=X,data\charts\EURUSD_X\20190710_0000.png,0,1,-0.000695
2019-07-11,EURUSD=X,data\charts\EURUSD_X\20190711_0000.png,1,0,0.004515
2019-07-12,EURUSD=X,data\charts\EURUSD_X\20190712_0000.png,0,0,-0.000574
2019-07-15,EURUSD=X,data\charts\EURUSD_X\20190715_0000.png,1,0,0.001747
2019-07-16,EURUSD=X,data\charts\EURUSD_X\20190716_0000.png,0,0,-0.000912
2019-07-17,EURUSD=X,data\charts\EURUSD_X\20190717_0000.png,0,0,-0.004395
2019-07-18,EURUSD=X,data\charts\EURUSD_X\20190718_0000.png,1,0,0.00155
2019-07-19,EURUSD=X,data\charts\EURUSD_X\20190719_0000.png,1,0,0.002838
2019-07-22,EURUSD=X,data\charts\EURUSD_X\20190722_0000.png,0,0,-0.003837
2019-07-23,EURUSD=X,data\charts\EURUSD_X\20190723_0000.png,0,0,-0.001087
2019-07-24,EURUSD=X,data\charts\EURUSD_X\20190724_0000.png,0,0,-0.004895
2019-07-25,EURUSD=X,data\charts\EURUSD_X\20190725_0000.png,0,1,-0.000791
2019-07-26,EURUSD=X,data\charts\EURUSD_X\20190726_0000.png,1,0,0.000334
2019-07-29,EURUSD=X,data\charts\EURUSD_X\20190729_0000.png,0,0,-0.001258
2019-07-30,EURUSD=X,data\charts\EURUSD_X\20190730_0000.png,1,0,0.000981
2019-07-31,EURUSD=X,data\charts\EURUSD_X\20190731_0000.png,1,1,0.001339
2019-08-01,EURUSD=X,data\charts\EURUSD_X\20190801_0000.png,0,1,-0.007728
2019-08-02,EURUSD=X,data\charts\EURUSD_X\20190802_0000.png,1,1,0.000643
2019-08-05,EURUSD=X,data\charts\EURUSD_X\20190805_0000.png,1,1,0.002633
2019-08-06,EURUSD=X,data\charts\EURUSD_X\20190806_0000.png,1,0,0.012222
2019-08-07,EURUSD=X,data\charts\EURUSD_X\20190807_0000.png,0,1,-0.003272
2019-08-08,EURUSD=X,data\charts\EURUSD_X\20190808_0000.png,0,0,-0.000235
2019-08-09,EURUSD=X,data\charts\EURUSD_X\20190809_0000.png,0,0,-0.001533
2019-08-12,EURUSD=X,data\charts\EURUSD_X\20190812_0000.png,1,0,0.001905
2019-08-13,EURUSD=X,data\charts\EURUSD_X\20190813_0000.png,1,0,0.000875
2019-08-14,EURUSD=X,data\charts\EURUSD_X\20190814_0000.png,0,0,-0.003677
2019-08-15,EURUSD=X,data\charts\EURUSD_X\20190815_0000.png,0,0,-0.00302
2019-08-16,EURUSD=X,data\charts\EURUSD_X\20190816_0000.png,0,0,-0.002667
2019-08-19,EURUSD=X,data\charts\EURUSD_X\20190819_0000.png,0,0,-0.001775
2019-08-20,EURUSD=X,data\charts\EURUSD_X\20190820_0000.png,0,1,-0.000964
2019-08-21,EURUSD=X,data\charts\EURUSD_X\20190821_0000.png,1,1,0.001321
2019-08-22,EURUSD=X,data\charts\EURUSD_X\20190822_0000.png,0,0,-0.000632
2019-08-23,EURUSD=X,data\charts\EURUSD_X\20190823_0000.png,0,1,-0.00061
2019-08-26,EURUSD=X,data\charts\EURUSD_X\20190826_0000.png,1,0,0.005326
