2026-03-30 11:20:18,091 | INFO     | phase1 | =======================================================
2026-03-30 11:21:49,469 | ERROR    | src.ingestion.downloader |   ✗ Failed to download KES=X: object of type 'NoneType' has no len()
2026-03-30 11:21:49,970 | INFO     | src.ingestion.downloader | Downloading Bitcoin (BTC-USD)  [crypto]
2026-03-30 11:21:53,345 | ERROR    | src.ingestion.downloader |   ✗ Failed to download BTC-USD: object of type 'NoneType' has no len()
2026-03-30 11:21:53,849 | INFO     | src.ingestion.downloader | Downloading Ethereum (ETH-USD)  [crypto]
2026-03-30 11:21:56,500 | ERROR    | src.ingestion.downloader |   ✗ Failed to download ETH-USD: object of type 'NoneType' has no len()
2026-03-30 11:21:57,001 | INFO     | src.ingestion.downloader | Downloading Gold (GC=F)  [gold]
2026-03-30 11:21:59,326 | ERROR    | src.ingestion.downloader |   ✗ Failed to download GC=F: object of type 'NoneType' has no len()
2026-03-30 11:21:59,827 | INFO     | src.ingestion.downloader | Download complete — 5/5 assets succeeded
2026-03-30 11:21:59,827 | INFO     | phase1 | Step 2/5 — Fetching news headlines...
2026-03-30 11:21:59,828 | INFO     | src.ingestion.news_fetcher | Fetching news for EURUSD=X...
2026-03-30 11:22:04,219 | INFO     | src.ingestion.news_fetcher | Fetching news for KES=X...
2026-03-30 11:22:07,504 | INFO     | src.ingestion.news_fetcher | Fetching news for BTC-USD...
2026-03-30 11:22:10,632 | INFO     | src.ingestion.news_fetcher | Fetching news for ETH-USD...
2026-03-30 11:22:14,065 | INFO     | src.ingestion.news_fetcher | Fetching news for GC=F...
2026-03-30 11:22:17,771 | INFO     | src.ingestion.news_fetcher | Saved 296 news articles → data\raw\news\headlines.csv
2026-03-30 11:22:17,772 | INFO     | phase1 | Step 3/5 — Fetching macro indicators from FRED...
2026-03-30 11:22:17,773 | INFO     | src.ingestion.news_fetcher | Fetching FRED: CPIAUCSL (US CPI (inflation))
2026-03-30 14:08:00,111 | INFO     | phase1 | =======================================================
2026-03-30 14:08:00,112 | INFO     | phase1 | PHASE 1 — Data Pipeline & Feature Engineering
2026-03-30 14:08:00,112 | INFO     | phase1 | =======================================================
2026-03-30 14:08:00,113 | INFO     | phase1 | Step 1/5 — Downloading OHLCV price data...
2026-03-30 14:08:00,114 | INFO     | src.ingestion.downloader | Downloading EUR/USD (EURUSD=X)  [forex]
2026-03-30 14:08:06,723 | ERROR    | src.ingestion.downloader |   ✗ Failed to download EURUSD=X: object of type 'NoneType' has no len()
2026-03-30 14:08:07,225 | INFO     | src.ingestion.downloader | Downloading USD/KES (KES=X)  [forex]
2026-03-30 14:08:09,577 | ERROR    | src.ingestion.downloader |   ✗ Failed to download KES=X: object of type 'NoneType' has no len()
2026-03-30 14:08:10,081 | INFO     | src.ingestion.downloader | Downloading Bitcoin (BTC-USD)  [crypto]
2026-03-30 14:08:12,255 | ERROR    | src.ingestion.downloader |   ✗ Failed to download BTC-USD: object of type 'NoneType' has no len()
2026-03-30 14:08:12,758 | INFO     | src.ingestion.downloader | Downloading Ethereum (ETH-USD)  [crypto]
2026-03-30 14:08:15,019 | ERROR    | src.ingestion.downloader |   ✗ Failed to download ETH-USD: object of type 'NoneType' has no len()
2026-03-30 14:08:15,525 | INFO     | src.ingestion.downloader | Downloading Gold (GC=F)  [gold]
2026-03-30 14:08:17,669 | ERROR    | src.ingestion.downloader |   ✗ Failed to download GC=F: object of type 'NoneType' has no len()
2026-03-30 14:08:18,174 | INFO     | src.ingestion.downloader | Download complete — 5/5 assets succeeded
2026-03-30 14:08:18,175 | INFO     | phase1 | Step 2/5 — Fetching news headlines...
2026-03-30 14:08:18,176 | INFO     | src.ingestion.news_fetcher | Fetching news for EURUSD=X...
2026-03-30 14:08:29,620 | WARNING  | src.ingestion.news_fetcher | NewsAPI error for 'EUR USD': HTTPSConnectionPool(host='newsapi.org', port=443): Read timed out. (read timeout=10)
2026-03-30 14:08:40,755 | WARNING  | src.ingestion.news_fetcher | NewsAPI error for 'euro dollar': HTTPSConnectionPool(host='newsapi.org', port=443): Read timed out. (read timeout=10)
2026-03-30 14:08:41,056 | INFO     | src.ingestion.news_fetcher | Fetching news for KES=X...
2026-03-30 14:08:52,172 | WARNING  | src.ingestion.news_fetcher | NewsAPI error for 'Kenya shilling': HTTPSConnectionPool(host='newsapi.org', port=443): Read timed out. (read timeout=10)
2026-03-30 14:08:56,573 | INFO     | src.ingestion.news_fetcher | Fetching news for BTC-USD...
2026-03-30 14:09:21,956 | INFO     | src.ingestion.news_fetcher | Fetching news for ETH-USD...
2026-03-30 14:09:33,426 | INFO     | src.ingestion.news_fetcher | Fetching news for GC=F...
2026-03-30 14:09:39,974 | INFO     | src.ingestion.news_fetcher | Saved 197 news articles → data\raw\news\headlines.csv
2026-03-30 14:09:39,975 | INFO     | phase1 | Step 3/5 — Fetching macro indicators from FRED...
2026-03-30 14:09:39,975 | INFO     | src.ingestion.news_fetcher | Fetching FRED: CPIAUCSL (US CPI (inflation))
2026-03-30 14:09:41,943 | INFO     | src.ingestion.news_fetcher |   ✓ 72 observations
2026-03-30 14:09:42,144 | INFO     | src.ingestion.news_fetcher | Fetching FRED: FEDFUNDS (Fed Funds Rate)
2026-03-30 14:09:43,580 | INFO     | src.ingestion.news_fetcher |   ✓ 72 observations
2026-03-30 14:09:43,781 | INFO     | src.ingestion.news_fetcher | Fetching FRED: DGS10 (10-Year Treasury Yield)
2026-03-30 14:09:45,228 | INFO     | src.ingestion.news_fetcher |   ✓ 1,501 observations
2026-03-30 14:09:45,429 | INFO     | src.ingestion.news_fetcher | Fetching FRED: DEXUSEU (USD/EUR Exchange Rate)
2026-03-30 14:09:46,968 | INFO     | src.ingestion.news_fetcher |   ✓ 1,498 observations
2026-03-30 14:09:47,170 | INFO     | src.ingestion.news_fetcher | Fetching FRED: GOLDAMGBD228NLBM (Gold Price (London Fix))
2026-03-30 14:09:48,584 | WARNING  | src.ingestion.news_fetcher | FRED error for GOLDAMGBD228NLBM: 400 Client Error: Bad Request for url: https://api.stlouisfed.org/fred/series/observations?series_id=GOLDAMGBD228NLBM&api_key=ff68a45463cb4d6e97b4788cdf544bda&file_type=json&observation_start=2019-01-01&observation_end=2024-12-31
2026-03-30 14:09:48,818 | INFO     | src.ingestion.news_fetcher | Saved macro data ((1528, 4)) → macro_fred.parquet
2026-03-30 14:09:48,820 | INFO     | phase1 | Step 4/5 — Computing technical indicators...
2026-03-30 14:09:48,821 | INFO     | src.features.indicators | Computing features for EURUSD=X (1,564 rows)
2026-03-30 14:09:53,534 | INFO     | src.features.indicators |   ✓ 0 clean rows (1564 dropped for indicator warm-up)
2026-03-30 14:09:53,544 | INFO     | src.features.indicators |   Saved → EURUSD_X_features.parquet  (29 features)
2026-03-30 14:09:53,545 | INFO     | src.features.indicators | Computing features for KES=X (1,564 rows)
2026-03-30 14:09:53,610 | INFO     | src.features.indicators |   ✓ 0 clean rows (1564 dropped for indicator warm-up)
2026-03-30 14:09:53,620 | INFO     | src.features.indicators |   Saved → KES_X_features.parquet  (29 features)
2026-03-30 14:09:53,621 | INFO     | src.features.indicators | Computing features for BTC-USD (2,191 rows)
2026-03-30 14:09:53,679 | INFO     | src.features.indicators |   ✓ 2,142 clean rows (49 dropped for indicator warm-up)
2026-03-30 14:09:53,710 | INFO     | src.features.indicators |   Saved → BTC_USD_features.parquet  (29 features)
2026-03-30 14:09:53,710 | INFO     | src.features.indicators | Computing features for ETH-USD (2,191 rows)
2026-03-30 14:09:53,766 | INFO     | src.features.indicators |   ✓ 2,142 clean rows (49 dropped for indicator warm-up)
2026-03-30 14:09:53,792 | INFO     | src.features.indicators |   Saved → ETH_USD_features.parquet  (29 features)
2026-03-30 14:09:53,793 | INFO     | src.features.indicators | Computing features for GC=F (1,509 rows)
2026-03-30 14:09:53,848 | INFO     | src.features.indicators |   ✓ 1,460 clean rows (49 dropped for indicator warm-up)
2026-03-30 14:09:53,875 | INFO     | src.features.indicators |   Saved → GC_F_features.parquet  (29 features)
2026-03-30 14:09:53,875 | INFO     | src.features.indicators | Feature engineering complete — 5/5 assets
2026-03-30 14:09:53,876 | INFO     | phase1 | Step 5/5 — Generating candlestick chart images...
2026-03-30 14:09:53,880 | INFO     | src.features.chart_generator | Generating 0 chart images for EURUSD=X...
2026-03-30 14:09:53,884 | INFO     | src.features.chart_generator |   ✓ 0 images saved → data\charts\EURUSD_X
2026-03-30 14:09:53,886 | INFO     | src.features.chart_generator |   Metadata → EURUSD_X_metadata.csv
2026-03-30 14:21:52,963 | INFO     | phase1 | =======================================================
2026-03-30 14:21:52,964 | INFO     | phase1 | PHASE 1 — Data Pipeline & Feature Engineering
2026-03-30 14:21:52,965 | INFO     | phase1 | =======================================================
2026-03-30 14:21:52,965 | INFO     | phase1 | Step 1/5 — Downloading OHLCV price data...
2026-03-30 14:21:52,966 | INFO     | src.ingestion.downloader | Downloading EUR/USD (EURUSD=X)  [forex]
2026-03-30 14:22:08,222 | INFO     | src.ingestion.downloader |   ✓ EUR/USD: 1,564 daily rows | 0 hourly rows
2026-03-30 14:22:08,723 | INFO     | src.ingestion.downloader | Downloading USD/KES (KES=X)  [forex]
2026-03-30 14:22:18,895 | INFO     | src.ingestion.downloader |   ✓ USD/KES: 1,564 daily rows | 0 hourly rows
2026-03-30 14:22:19,396 | INFO     | src.ingestion.downloader | Downloading Bitcoin (BTC-USD)  [crypto]
2026-03-30 14:22:29,401 | ERROR    | src.ingestion.downloader |   ✗ Failed to download BTC-USD: 'NoneType' object is not subscriptable
2026-03-30 14:22:29,902 | INFO     | src.ingestion.downloader | Downloading Ethereum (ETH-USD)  [crypto]
2026-03-30 14:22:35,891 | INFO     | src.ingestion.downloader |   ✓ Ethereum: 2,191 daily rows | 0 hourly rows
2026-03-30 14:22:36,392 | INFO     | src.ingestion.downloader | Downloading Gold (GC=F)  [gold]
2026-03-30 14:22:40,291 | INFO     | src.ingestion.downloader |   ✓ Gold: 1,509 daily rows | 0 hourly rows
2026-03-30 14:22:40,792 | INFO     | src.ingestion.downloader | Download complete — 4/5 assets succeeded
2026-03-30 14:22:40,793 | INFO     | phase1 | Step 2/5 — Fetching news headlines...
2026-03-30 14:22:40,794 | INFO     | src.ingestion.news_fetcher | Fetching news for EURUSD=X...
2026-03-30 14:22:59,224 | INFO     | src.ingestion.news_fetcher | Fetching news for KES=X...
2026-03-30 14:23:08,768 | INFO     | src.ingestion.news_fetcher | Fetching news for BTC-USD...
2026-03-30 14:23:17,258 | INFO     | src.ingestion.news_fetcher | Fetching news for ETH-USD...
2026-03-30 14:23:33,014 | INFO     | src.ingestion.news_fetcher | Fetching news for GC=F...
2026-03-30 14:23:55,372 | INFO     | src.ingestion.news_fetcher | Saved 295 news articles → data\raw\news\headlines.csv
2026-03-30 14:23:55,382 | INFO     | phase1 | Step 3/5 — Fetching macro indicators from FRED...
2026-03-30 14:23:55,405 | INFO     | src.ingestion.news_fetcher | Fetching FRED: CPIAUCSL (US CPI (inflation))
2026-03-30 14:24:04,950 | INFO     | src.ingestion.news_fetcher |   ✓ 72 observations
2026-03-30 14:24:05,151 | INFO     | src.ingestion.news_fetcher | Fetching FRED: FEDFUNDS (Fed Funds Rate)
2026-03-30 14:24:07,441 | INFO     | src.ingestion.news_fetcher |   ✓ 72 observations
2026-03-30 14:24:07,658 | INFO     | src.ingestion.news_fetcher | Fetching FRED: DGS10 (10-Year Treasury Yield)
2026-03-30 14:24:11,987 | INFO     | src.ingestion.news_fetcher |   ✓ 1,501 observations
2026-03-30 14:24:12,188 | INFO     | src.ingestion.news_fetcher | Fetching FRED: DEXUSEU (USD/EUR Exchange Rate)
2026-03-30 14:24:21,649 | INFO     | src.ingestion.news_fetcher |   ✓ 1,498 observations
2026-03-30 14:24:21,850 | INFO     | src.ingestion.news_fetcher | Fetching FRED: GOLDAMGBD228NLBM (Gold Price (London Fix))
2026-03-30 14:24:24,019 | WARNING  | src.ingestion.news_fetcher | FRED error for GOLDAMGBD228NLBM: 400 Client Error: Bad Request for url: https://api.stlouisfed.org/fred/series/observations?series_id=GOLDAMGBD228NLBM&api_key=ff68a45463cb4d6e97b4788cdf544bda&file_type=json&observation_start=2019-01-01&observation_end=2024-12-31
2026-03-30 14:24:24,269 | INFO     | src.ingestion.news_fetcher | Saved macro data ((1528, 4)) → macro_fred.parquet
2026-03-30 14:24:24,279 | INFO     | phase1 | Step 4/5 — Computing technical indicators...
2026-03-30 14:24:24,292 | INFO     | src.features.indicators | Computing features for EURUSD=X (1,564 rows)
2026-03-30 14:24:25,805 | INFO     | src.features.indicators |   ✓ 0 clean rows (1564 dropped for indicator warm-up)
2026-03-30 14:24:25,825 | INFO     | src.features.indicators |   Saved → EURUSD_X_features.parquet  (29 features)
2026-03-30 14:24:25,828 | INFO     | src.features.indicators | Computing features for KES=X (1,564 rows)
2026-03-30 14:24:25,968 | INFO     | src.features.indicators |   ✓ 0 clean rows (1564 dropped for indicator warm-up)
2026-03-30 14:24:25,992 | INFO     | src.features.indicators |   Saved → KES_X_features.parquet  (29 features)
2026-03-30 14:24:25,996 | INFO     | src.features.indicators | Computing features for ETH-USD (2,191 rows)
2026-03-30 14:24:26,087 | INFO     | src.features.indicators |   ✓ 2,142 clean rows (49 dropped for indicator warm-up)
2026-03-30 14:24:26,122 | INFO     | src.features.indicators |   Saved → ETH_USD_features.parquet  (29 features)
2026-03-30 14:24:26,123 | INFO     | src.features.indicators | Computing features for GC=F (1,509 rows)
2026-03-30 14:24:26,202 | INFO     | src.features.indicators |   ✓ 1,460 clean rows (49 dropped for indicator warm-up)
2026-03-30 14:24:26,229 | INFO     | src.features.indicators |   Saved → GC_F_features.parquet  (29 features)
2026-03-30 14:24:26,230 | INFO     | src.features.indicators | Feature engineering complete — 4/4 assets
2026-03-30 14:24:26,230 | INFO     | phase1 | Step 5/5 — Generating candlestick chart images...
2026-03-30 14:24:26,234 | INFO     | src.features.chart_generator | Generating 0 chart images for EURUSD=X...
2026-03-30 14:24:26,237 | INFO     | src.features.chart_generator |   ✓ 0 images saved → data\charts\EURUSD_X
2026-03-30 14:24:26,238 | INFO     | src.features.chart_generator |   Metadata → EURUSD_X_metadata.csv
2026-03-30 14:28:18,929 | INFO     | phase1 | =======================================================
2026-03-30 14:28:18,929 | INFO     | phase1 | PHASE 1 — Data Pipeline & Feature Engineering
2026-03-30 14:28:18,930 | INFO     | phase1 | =======================================================
2026-03-30 14:28:18,930 | INFO     | phase1 | Step 1/5 — Downloading OHLCV price data...
2026-03-30 14:28:18,931 | INFO     | src.ingestion.downloader | Downloading EUR/USD (EURUSD=X)  [forex]
2026-03-30 14:28:25,549 | INFO     | src.ingestion.downloader |   ✓ EUR/USD: 1,564 daily rows | 17,239 hourly rows
2026-03-30 14:28:26,050 | INFO     | src.ingestion.downloader | Downloading USD/KES (KES=X)  [forex]
2026-03-30 14:28:31,610 | INFO     | src.ingestion.downloader |   ✓ USD/KES: 1,564 daily rows | 7,441 hourly rows
2026-03-30 14:28:32,111 | INFO     | src.ingestion.downloader | Downloading Bitcoin (BTC-USD)  [crypto]
2026-03-30 14:28:36,323 | INFO     | src.ingestion.downloader |   ✓ Bitcoin: 2,191 daily rows | 17,328 hourly rows
2026-03-30 14:28:36,824 | INFO     | src.ingestion.downloader | Downloading Ethereum (ETH-USD)  [crypto]
2026-03-30 14:28:49,795 | WARNING  | src.ingestion.downloader |   ✗ No data returned for ETH-USD
2026-03-30 14:28:50,296 | INFO     | src.ingestion.downloader | Downloading Gold (GC=F)  [gold]
2026-03-30 14:28:58,546 | INFO     | src.ingestion.downloader |   ✓ Gold: 1,509 daily rows | 13,704 hourly rows
2026-03-30 14:28:59,047 | INFO     | src.ingestion.downloader | Download complete — 4/5 assets succeeded
2026-03-30 14:28:59,048 | INFO     | phase1 | Step 2/5 — Fetching news headlines...
2026-03-30 14:28:59,049 | INFO     | src.ingestion.news_fetcher | Fetching news for EURUSD=X...
2026-03-30 14:29:18,615 | INFO     | src.ingestion.news_fetcher | Fetching news for KES=X...
2026-03-30 14:29:23,021 | INFO     | src.ingestion.news_fetcher | Fetching news for BTC-USD...
2026-03-30 14:29:33,157 | INFO     | src.ingestion.news_fetcher | Fetching news for ETH-USD...
2026-03-30 14:30:02,667 | INFO     | src.ingestion.news_fetcher | Fetching news for GC=F...
2026-03-30 14:30:40,790 | WARNING  | src.ingestion.news_fetcher | NewsAPI timeout for 'XAUUSD' — retrying...
2026-03-30 14:30:47,599 | INFO     | src.ingestion.news_fetcher | Saved 295 news articles → data\raw\news\headlines.csv
2026-03-30 14:30:47,600 | INFO     | phase1 | Step 3/5 — Fetching macro indicators from FRED...
2026-03-30 14:30:47,601 | INFO     | src.ingestion.news_fetcher | Fetching FRED: CPIAUCSL (US CPI (inflation))
2026-03-30 14:30:49,245 | WARNING  | src.ingestion.news_fetcher | FRED error for CPIAUCSL: 500 Server Error: Internal Server Error for url: https://api.stlouisfed.org/fred/series/observations?series_id=CPIAUCSL&api_key=ff68a45463cb4d6e97b4788cdf544bda&file_type=json&observation_start=2019-01-01&observation_end=2024-12-31
2026-03-30 14:30:49,449 | INFO     | src.ingestion.news_fetcher | Fetching FRED: FEDFUNDS (Fed Funds Rate)
2026-03-30 14:30:50,794 | INFO     | src.ingestion.news_fetcher |   ✓ 72 observations
2026-03-30 14:30:50,995 | INFO     | src.ingestion.news_fetcher | Fetching FRED: DGS10 (10-Year Treasury Yield)
2026-03-30 14:30:52,216 | WARNING  | src.ingestion.news_fetcher | FRED error for DGS10: 500 Server Error: Internal Server Error for url: https://api.stlouisfed.org/fred/series/observations?series_id=DGS10&api_key=ff68a45463cb4d6e97b4788cdf544bda&file_type=json&observation_start=2019-01-01&observation_end=2024-12-31
2026-03-30 14:30:52,421 | INFO     | src.ingestion.news_fetcher | Fetching FRED: DEXUSEU (USD/EUR Exchange Rate)
2026-03-30 14:30:53,546 | WARNING  | src.ingestion.news_fetcher | FRED error for DEXUSEU: 500 Server Error: Internal Server Error for url: https://api.stlouisfed.org/fred/series/observations?series_id=DEXUSEU&api_key=ff68a45463cb4d6e97b4788cdf544bda&file_type=json&observation_start=2019-01-01&observation_end=2024-12-31
2026-03-30 14:30:53,749 | INFO     | src.ingestion.news_fetcher | Fetching FRED: GOLDAMGBD228NLBM (Gold Price (London Fix))
2026-03-30 14:31:04,228 | WARNING  | src.ingestion.news_fetcher | FRED error for GOLDAMGBD228NLBM: 400 Client Error: Bad Request for url: https://api.stlouisfed.org/fred/series/observations?series_id=GOLDAMGBD228NLBM&api_key=ff68a45463cb4d6e97b4788cdf544bda&file_type=json&observation_start=2019-01-01&observation_end=2024-12-31
2026-03-30 14:31:04,438 | INFO     | src.ingestion.news_fetcher | Saved macro data ((72, 1)) → macro_fred.parquet
2026-03-30 14:31:04,438 | INFO     | phase1 | Step 4/5 — Computing technical indicators...
2026-03-30 14:31:04,440 | INFO     | src.features.indicators | Computing features for EURUSD=X (1,564 rows)
2026-03-30 14:31:05,310 | INFO     | src.features.indicators |   ✓ 0 clean rows (1564 dropped for indicator warm-up)
2026-03-30 14:31:05,320 | INFO     | src.features.indicators |   Saved → EURUSD_X_features.parquet  (29 features)
2026-03-30 14:31:05,320 | INFO     | src.features.indicators | Computing features for KES=X (1,564 rows)
2026-03-30 14:31:05,392 | INFO     | src.features.indicators |   ✓ 0 clean rows (1564 dropped for indicator warm-up)
2026-03-30 14:31:05,402 | INFO     | src.features.indicators |   Saved → KES_X_features.parquet  (29 features)
2026-03-30 14:31:05,405 | INFO     | src.features.indicators | Computing features for BTC-USD (2,191 rows)
2026-03-30 14:31:05,478 | INFO     | src.features.indicators |   ✓ 2,142 clean rows (49 dropped for indicator warm-up)
2026-03-30 14:31:05,501 | INFO     | src.features.indicators |   Saved → BTC_USD_features.parquet  (29 features)
2026-03-30 14:31:05,502 | INFO     | src.features.indicators | Computing features for GC=F (1,509 rows)
2026-03-30 14:31:05,574 | INFO     | src.features.indicators |   ✓ 1,460 clean rows (49 dropped for indicator warm-up)
2026-03-30 14:31:05,594 | INFO     | src.features.indicators |   Saved → GC_F_features.parquet  (29 features)
2026-03-30 14:31:05,594 | INFO     | src.features.indicators | Feature engineering complete — 4/4 assets
2026-03-30 14:31:05,595 | INFO     | phase1 | Step 5/5 — Generating candlestick chart images...
2026-03-30 14:31:05,597 | INFO     | src.features.chart_generator | Generating 0 chart images for EURUSD=X...
2026-03-30 14:31:05,600 | INFO     | src.features.chart_generator |   ✓ 0 images saved → data\charts\EURUSD_X
2026-03-30 14:31:05,601 | INFO     | src.features.chart_generator |   Metadata → EURUSD_X_metadata.csv
2026-03-30 14:37:36,918 | INFO     | phase1 | =======================================================
2026-03-30 14:37:36,919 | INFO     | phase1 | PHASE 1 — Data Pipeline & Feature Engineering
2026-03-30 14:37:36,920 | INFO     | phase1 | =======================================================
2026-03-30 14:37:36,920 | INFO     | phase1 | Step 1/5 — Downloading OHLCV price data...
2026-03-30 14:37:36,921 | INFO     | src.ingestion.downloader | Downloading EUR/USD (EURUSD=X)  [forex]
